python,django,react,rest_api,mysql,docker,aws,git,javascript,html,css,experience,projects,certifications,education,ats_score,label
1,1,1,0,0,1,0,1,1,1,0,6,5,1,0,93,Highly Suitable
0,1,1,1,0,0,0,1,1,1,0,2,8,0,1,100,Highly Suitable
0,0,0,0,0,1,1,1,0,0,0,0,1,2,2,63,Needs Improvement
1,0,1,1,0,1,1,0,1,0,0,2,8,3,2,32,Highly Suitable
0,1,0,1,0,0,1,1,0,1,0,1,2,2,0,36,Suitable
0,1,0,0,1,0,0,1,0,1,0,0,1,4,0,60,Needs Improvement
0,0,0,1,0,1,1,0,0,1,1,3,3,5,0,22,Needs Improvement
0,1,0,1,0,0,1,0,1,1,0,8,1,0,0,51,Highly Suitable
0,0,1,0,1,1,1,1,1,1,0,3,6,0,0,26,Suitable
1,1,1,0,1,0,0,1,0,1,0,6,1,2,2,88,Highly Suitable
1,1,1,0,0,0,0,1,1,1,0,3,2,0,1,82,Suitable
1,0,1,1,1,0,0,0,1,1,1,8,4,3,0,89,Highly Suitable
0,1,1,0,0,0,1,1,1,0,0,5,2,4,1,48,Suitable
0,1,1,0,0,0,0,0,1,0,1,7,2,5,0,93,Suitable
0,1,1,0,0,1,0,1,1,0,0,3,1,5,0,46,Suitable
1,1,0,1,0,0,1,1,1,1,0,8,4,2,0,37,Highly Suitable
1,1,1,1,1,1,0,1,0,0,1,8,1,3,0,100,Highly Suitable
0,0,0,0,1,1,1,0,1,1,1,8,7,4,2,79,Highly Suitable
0,1,0,0,1,1,0,0,1,1,0,5,8,5,1,97,Highly Suitable
0,0,0,1,1,1,1,1,1,0,0,7,8,1,2,41,Highly Suitable
1,0,1,1,0,1,1,1,0,1,0,7,2,1,0,52,Highly Suitable
1,0,1,0,1,1,0,0,1,0,0,6,8,4,2,42,Highly Suitable
0,1,0,0,0,1,1,1,1,0,0,4,6,4,2,63,Highly Suitable
0,1,0,1,0,1,0,1,1,1,1,2,1,0,2,77,Suitable
1,0,1,1,0,0,1,1,1,0,0,6,8,3,0,83,Highly Suitable
1,0,0,0,0,1,1,0,0,1,0,8,5,4,0,53,Highly Suitable
1,1,0,1,1,1,0,1,1,1,1,6,2,2,2,76,Highly Suitable
0,1,1,1,1,0,0,1,0,1,0,1,2,0,1,21,Suitable
1,1,0,1,0,0,0,0,0,1,0,1,2,0,1,24,Needs Improvement
0,1,0,1,1,0,0,1,1,0,1,5,1,1,0,99,Highly Suitable
0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,75,Suitable
1,0,1,1,0,1,0,0,1,0,0,4,4,5,1,88,Highly Suitable
0,1,0,0,0,1,1,0,0,1,1,5,3,2,1,92,Highly Suitable
1,1,1,0,0,1,0,0,0,0,0,2,1,0,1,100,Suitable
0,0,1,1,0,1,0,0,0,1,1,3,4,4,1,30,Suitable
1,1,0,1,0,0,1,0,0,1,1,8,7,3,0,64,Highly Suitable
1,1,1,1,1,0,1,0,0,1,1,5,1,0,0,77,Highly Suitable
1,0,1,0,1,1,0,0,0,0,1,7,5,3,1,87,Highly Suitable
1,1,1,1,0,1,0,0,0,1,1,6,4,2,2,26,Highly Suitable
0,0,1,1,1,1,0,0,0,1,1,2,5,5,2,68,Highly Suitable
0,1,0,0,1,1,0,1,1,1,1,6,1,1,1,85,Highly Suitable
0,0,1,0,0,0,0,0,1,1,1,3,6,0,1,30,Needs Improvement
0,0,1,1,1,1,0,0,1,1,1,8,5,0,0,58,Highly Suitable
0,0,1,1,1,1,0,0,0,0,0,4,2,2,1,24,Needs Improvement
1,0,0,1,0,0,0,1,1,0,1,1,5,5,0,55,Suitable
1,1,1,1,0,0,0,0,0,0,1,0,6,2,1,68,Suitable
0,1,1,0,0,1,1,1,0,0,1,1,4,5,0,77,Highly Suitable
1,0,1,1,1,1,1,1,0,0,1,6,1,5,0,78,Highly Suitable
0,1,1,0,0,1,1,0,1,1,0,1,1,3,0,54,Suitable
0,1,1,1,0,1,1,0,0,1,0,0,1,5,0,26,Needs Improvement
1,1,1,0,1,0,1,1,0,0,0,3,4,0,1,78,Highly Suitable
0,0,1,1,1,1,0,0,1,1,0,4,0,3,0,23,Suitable
1,0,0,1,1,1,1,0,1,0,1,6,0,5,0,93,Highly Suitable
1,1,0,0,0,0,0,0,0,0,1,0,2,2,1,63,Needs Improvement
0,0,0,0,0,1,1,0,1,1,0,6,5,4,1,32,Highly Suitable
1,1,0,1,1,1,1,0,1,0,1,8,6,1,0,93,Highly Suitable
0,0,1,1,0,1,0,0,1,0,0,2,4,1,2,86,Highly Suitable
0,1,1,1,0,0,1,0,0,0,0,7,3,0,2,23,Highly Suitable
1,0,1,1,1,1,1,1,0,0,1,1,0,2,2,51,Highly Suitable
0,0,1,0,1,1,1,0,0,0,1,6,1,5,2,32,Highly Suitable
1,0,1,1,0,1,1,1,0,1,1,3,6,4,1,65,Highly Suitable
0,1,0,0,1,0,0,0,1,1,0,5,5,0,1,68,Suitable
0,0,0,0,1,0,0,0,1,1,1,5,2,5,1,84,Suitable
0,0,1,1,1,0,0,1,0,1,1,4,4,5,1,92,Highly Suitable
0,1,1,1,1,1,1,0,0,1,0,8,3,1,0,96,Highly Suitable
1,0,0,1,0,1,0,1,0,1,0,1,4,1,2,28,Suitable
1,0,1,1,0,0,0,1,0,0,0,5,7,5,0,39,Highly Suitable
0,0,0,1,1,0,1,1,1,1,0,8,7,1,2,71,Highly Suitable
1,0,1,0,1,1,0,1,0,0,0,0,7,0,0,76,Highly Suitable
0,1,1,0,1,0,1,1,1,0,1,7,1,1,1,65,Highly Suitable
1,0,0,1,0,1,1,1,1,1,1,8,7,4,1,70,Highly Suitable
1,1,1,1,1,0,1,0,1,0,0,7,0,5,1,74,Highly Suitable
0,0,0,1,0,1,1,1,0,1,1,5,3,5,1,24,Suitable
0,1,1,1,1,0,1,0,1,0,1,4,3,2,2,76,Highly Suitable
0,0,0,0,1,1,1,0,1,0,0,6,8,2,0,75,Highly Suitable
1,1,1,0,0,1,0,0,1,0,1,4,5,5,1,96,Highly Suitable
0,0,1,0,0,1,0,1,0,1,0,0,8,1,0,27,Not Suitable
1,1,0,1,0,1,0,0,1,1,0,3,6,1,1,55,Highly Suitable
0,0,0,1,1,1,1,1,0,1,0,7,7,5,1,46,Highly Suitable
0,0,1,0,0,0,1,1,0,1,1,5,1,3,0,93,Highly Suitable
0,0,1,0,1,1,0,1,1,1,1,2,3,0,2,35,Needs Improvement
1,0,1,0,0,0,1,1,1,0,0,6,7,0,1,64,Highly Suitable
1,1,0,1,1,1,1,1,0,0,0,0,3,0,2,62,Highly Suitable
0,1,0,1,1,1,1,0,0,0,0,4,7,5,0,51,Highly Suitable
0,0,0,1,0,0,0,1,0,0,1,4,4,4,2,25,Suitable
1,0,0,1,1,0,1,1,0,1,1,8,5,5,1,84,Highly Suitable
0,1,0,1,0,1,1,1,1,1,1,6,4,0,1,20,Suitable
0,0,0,1,1,0,0,1,0,0,1,4,8,5,1,27,Suitable
0,0,0,0,1,1,1,0,1,0,1,1,7,5,1,66,Highly Suitable
1,1,1,1,1,0,0,1,1,1,1,3,6,4,2,27,Highly Suitable
0,1,1,1,1,0,1,0,1,1,1,2,7,3,0,69,Highly Suitable
1,0,0,0,1,1,1,0,1,1,0,7,6,1,0,36,Highly Suitable
1,0,1,0,1,1,0,1,0,1,1,6,6,5,0,58,Highly Suitable
0,0,0,0,0,1,1,0,1,0,1,1,1,4,0,85,Needs Improvement
0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,89,Suitable
1,1,1,0,0,1,0,1,0,1,1,1,4,5,1,49,Highly Suitable
1,0,0,0,1,1,0,1,0,1,1,0,1,3,1,39,Suitable
0,0,0,0,1,1,0,0,0,0,0,3,6,2,2,90,Highly Suitable
1,0,1,0,0,1,1,1,0,1,1,6,1,2,0,91,Highly Suitable
0,0,1,1,0,1,1,0,0,1,1,1,4,5,0,41,Suitable
1,1,0,0,1,1,1,1,1,1,0,0,6,3,1,33,Highly Suitable
1,1,1,0,1,1,1,0,0,1,0,7,8,2,2,85,Highly Suitable
0,0,1,0,0,0,0,0,1,0,0,8,2,4,2,78,Highly Suitable
1,1,0,0,0,1,0,0,1,1,1,3,3,4,2,63,Highly Suitable
0,1,1,0,0,1,0,1,1,0,1,6,3,0,2,87,Highly Suitable
1,1,1,1,0,0,0,0,1,1,1,7,0,1,2,82,Highly Suitable
0,1,1,0,1,0,0,0,1,0,0,6,0,1,1,65,Suitable
1,0,1,1,0,0,0,1,0,0,0,1,8,4,2,22,Suitable
0,1,0,0,0,0,0,0,1,0,1,6,2,4,0,44,Needs Improvement
0,0,0,1,1,1,1,1,1,0,0,7,3,5,1,81,Highly Suitable
1,0,1,1,0,0,1,0,0,1,1,5,3,4,1,95,Highly Suitable
0,0,0,1,1,1,0,1,1,0,0,1,4,5,1,85,Highly Suitable
1,0,1,0,1,0,0,0,0,0,0,8,1,2,0,78,Highly Suitable
0,1,0,0,0,0,0,1,0,1,1,3,7,3,0,45,Suitable
1,0,1,0,1,0,1,0,0,0,0,3,2,2,1,56,Suitable
0,0,1,0,1,1,1,0,0,0,1,1,3,3,1,66,Suitable
0,0,1,1,0,0,0,1,0,1,1,3,1,4,2,56,Suitable
1,0,0,1,0,1,0,0,1,1,1,0,4,3,2,82,Highly Suitable
0,0,0,0,1,0,1,1,1,1,1,1,3,3,2,86,Highly Suitable
1,0,1,0,0,0,0,1,0,0,0,5,2,5,2,30,Suitable
1,0,1,0,0,0,0,1,0,0,1,4,7,3,2,97,Highly Suitable
1,0,0,0,0,1,0,1,1,0,0,5,5,5,2,83,Highly Suitable
0,1,0,1,0,1,0,1,0,0,0,4,6,2,1,57,Highly Suitable
0,1,1,0,0,1,1,1,1,0,1,6,4,4,0,65,Highly Suitable
1,0,0,1,0,1,1,0,0,0,0,4,3,1,2,91,Highly Suitable
0,0,0,0,1,0,1,1,0,1,1,0,6,2,2,23,Needs Improvement
1,1,0,1,1,0,0,1,1,0,0,1,2,0,0,77,Suitable
1,1,0,1,0,1,0,1,0,1,1,7,7,0,1,61,Highly Suitable
1,1,0,1,1,1,0,1,1,0,0,8,7,4,0,81,Highly Suitable
0,1,1,0,0,0,0,1,0,0,0,5,1,2,0,49,Needs Improvement
1,1,0,0,1,0,1,0,0,0,0,6,8,1,2,68,Highly Suitable
0,1,0,1,1,0,0,0,0,1,0,8,0,3,0,91,Highly Suitable
0,1,1,0,1,1,1,0,1,0,1,8,4,1,1,43,Highly Suitable
0,1,0,0,1,1,1,1,1,1,0,0,8,1,2,86,Highly Suitable
1,1,0,0,1,1,1,1,1,1,0,3,5,1,1,43,Highly Suitable
0,1,0,1,0,0,1,1,0,1,0,6,6,4,0,44,Highly Suitable
1,0,0,1,1,0,1,0,1,0,1,3,2,1,1,43,Highly Suitable
0,0,0,1,1,1,1,1,1,0,1,8,0,4,1,49,Highly Suitable
0,1,0,0,0,1,0,0,1,1,1,6,1,2,0,43,Suitable
1,1,0,1,1,1,1,1,1,0,1,4,8,0,1,40,Highly Suitable
0,0,0,0,1,0,0,0,0,1,1,3,6,1,2,89,Suitable
0,0,1,0,1,1,1,0,1,1,1,4,5,3,0,39,Highly Suitable
0,1,0,1,0,1,1,0,0,1,0,3,4,2,0,66,Highly Suitable
0,1,0,1,1,1,0,0,1,0,0,8,8,1,2,99,Highly Suitable
0,1,0,0,1,1,1,1,1,0,1,6,5,5,2,32,Highly Suitable
1,1,1,1,0,1,1,1,1,1,0,7,1,5,1,43,Highly Suitable
0,0,0,0,1,0,1,1,0,1,0,1,3,2,2,71,Suitable
1,1,0,0,1,1,0,1,1,0,1,3,3,0,2,52,Suitable
1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,94,Needs Improvement
1,0,0,0,1,0,0,1,1,1,0,3,5,1,1,87,Highly Suitable
0,0,0,1,0,1,1,1,0,0,1,4,0,1,0,69,Suitable
1,0,0,1,1,1,1,1,0,1,1,6,6,1,2,25,Highly Suitable
1,1,0,1,0,1,0,1,0,1,0,4,2,0,1,64,Highly Suitable
1,1,1,0,0,0,0,0,1,0,0,5,6,3,1,44,Suitable
1,0,0,1,1,0,0,1,0,0,1,5,4,5,0,86,Highly Suitable
0,1,0,1,0,0,0,0,1,0,0,6,0,1,1,59,Needs Improvement
1,1,1,0,0,0,0,1,1,1,1,3,8,2,1,23,Highly Suitable
1,1,1,1,0,0,0,1,1,0,1,3,6,3,0,64,Highly Suitable
0,0,0,0,0,1,1,1,0,1,0,8,7,5,1,89,Highly Suitable
0,0,1,0,0,1,1,1,0,0,0,4,3,2,2,96,Highly Suitable
0,0,1,0,0,1,1,0,1,0,1,7,7,4,0,62,Highly Suitable
1,0,0,0,0,1,1,1,0,0,0,4,4,4,0,43,Highly Suitable
1,1,1,0,0,1,0,0,1,1,0,2,2,1,2,93,Highly Suitable
0,1,1,1,1,0,0,1,1,0,1,1,0,2,2,84,Highly Suitable
1,1,1,0,1,1,1,1,0,1,0,0,8,0,0,30,Highly Suitable
1,1,0,1,0,0,1,0,1,1,0,7,3,0,2,33,Highly Suitable
0,1,0,1,0,1,0,1,1,1,1,1,6,0,0,36,Suitable
1,1,0,0,1,0,0,0,0,1,0,8,3,3,1,97,Highly Suitable
0,0,0,1,1,1,0,0,0,0,1,1,8,0,2,89,Suitable
0,1,0,0,1,1,0,0,1,0,0,3,4,1,2,31,Suitable
1,0,0,0,1,0,0,0,1,1,1,8,1,2,1,91,Highly Suitable
1,1,0,0,1,0,1,0,0,1,0,5,4,5,0,32,Highly Suitable
1,0,0,1,0,0,0,1,0,1,0,6,1,3,1,30,Suitable
1,0,0,1,1,1,1,1,0,0,1,0,5,4,2,26,Highly Suitable
0,1,1,1,0,0,1,1,0,1,1,1,1,2,1,45,Highly Suitable
0,0,1,1,0,1,1,0,1,0,1,0,1,5,2,40,Highly Suitable
1,0,1,0,1,1,0,0,0,1,1,0,4,5,2,99,Highly Suitable
0,1,0,1,1,0,0,1,0,0,0,3,6,1,1,62,Suitable
0,1,1,1,1,0,1,1,0,0,1,5,4,1,1,64,Highly Suitable
0,1,0,0,1,0,1,1,0,1,0,8,5,3,0,23,Highly Suitable
0,1,0,0,0,1,0,0,1,0,0,3,1,5,1,60,Needs Improvement
1,0,0,1,0,0,0,1,1,1,1,0,2,4,2,24,Suitable
0,1,1,0,1,0,1,1,0,1,1,8,1,5,0,73,Highly Suitable
1,0,0,0,1,0,1,1,1,1,0,1,2,1,0,62,Suitable
1,0,0,1,1,0,1,1,1,1,1,7,5,3,0,68,Highly Suitable
0,1,0,0,0,1,0,0,1,1,1,7,5,5,1,100,Highly Suitable
0,0,0,0,0,0,0,1,0,0,0,6,4,5,1,31,Needs Improvement
1,1,0,1,1,0,0,1,1,1,1,1,3,0,0,23,Suitable
1,1,0,0,0,0,1,0,1,1,1,2,0,5,2,95,Highly Suitable
1,1,0,0,0,0,0,0,0,1,1,1,5,0,2,66,Suitable
0,0,1,0,1,0,0,0,1,0,1,5,4,3,2,39,Suitable
1,1,0,0,0,1,1,0,0,1,0,5,3,1,2,94,Highly Suitable
0,0,1,1,0,1,1,1,0,0,1,3,0,0,0,72,Suitable
0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,44,Needs Improvement
1,1,1,0,1,1,1,1,1,1,0,3,0,3,0,22,Highly Suitable
0,0,0,0,1,1,0,1,0,1,1,8,3,0,0,45,Needs Improvement
1,0,0,1,1,0,0,0,0,1,0,7,0,3,2,32,Suitable
0,1,0,1,0,1,0,1,1,1,1,1,4,2,2,85,Highly Suitable
0,0,0,1,0,1,0,0,0,0,1,7,3,3,1,47,Suitable
1,1,1,1,1,1,0,0,0,0,1,5,4,5,0,36,Highly Suitable
0,1,0,0,1,1,1,0,0,1,0,1,4,0,0,49,Suitable
1,1,0,0,0,1,1,0,0,0,0,3,1,3,1,67,Highly Suitable
0,1,0,0,1,0,1,1,1,0,1,3,1,3,1,84,Highly Suitable
1,1,1,1,1,1,0,1,0,1,0,7,2,5,0,65,Highly Suitable
1,0,1,0,1,1,1,0,0,1,0,6,4,4,1,29,Highly Suitable
0,1,0,1,0,1,1,0,0,1,1,4,4,4,1,24,Suitable
0,1,0,1,0,1,1,0,0,0,0,0,1,1,2,88,Suitable
1,0,0,1,1,0,0,0,0,1,1,2,0,2,0,84,Suitable
1,0,0,1,1,0,0,0,1,1,1,1,2,0,1,26,Needs Improvement
0,0,0,0,1,0,0,0,0,0,1,6,6,5,0,37,Suitable
1,0,0,0,1,1,1,0,1,0,1,2,6,3,2,36,Suitable
1,1,1,1,1,1,1,0,0,1,0,5,8,3,0,90,Highly Suitable
1,0,0,1,1,0,1,1,0,0,1,8,8,5,1,79,Highly Suitable
1,1,1,0,1,1,0,1,1,0,0,7,6,1,2,30,Highly Suitable
1,0,0,0,1,0,0,1,1,0,1,3,8,0,2,68,Highly Suitable
0,1,0,0,0,0,1,0,1,1,1,2,4,2,0,60,Suitable
1,0,1,1,0,1,0,1,0,0,1,7,6,2,0,90,Highly Suitable
1,0,0,1,1,0,0,1,1,1,1,2,8,3,0,41,Suitable
0,0,0,1,0,0,1,0,0,1,1,3,5,0,1,97,Suitable
0,1,1,0,0,1,0,1,0,0,0,0,3,3,2,29,Needs Improvement
1,0,1,0,0,1,0,1,0,0,0,0,8,4,1,54,Suitable
0,1,0,1,0,0,0,0,1,0,0,0,1,5,2,82,Suitable
1,1,1,0,0,1,0,0,0,1,0,1,1,5,1,20,Suitable
1,0,0,0,1,1,1,1,1,1,1,6,7,2,0,69,Highly Suitable
1,1,1,0,1,1,1,0,1,1,0,7,6,3,1,58,Highly Suitable
0,0,1,0,0,0,1,0,0,0,0,0,3,5,2,83,Suitable
1,0,1,0,0,1,1,0,0,0,0,1,8,1,1,66,Suitable
1,0,1,1,0,1,0,0,0,1,1,7,3,0,1,77,Highly Suitable
1,0,1,0,1,1,1,0,0,1,1,4,2,1,2,78,Highly Suitable
0,0,1,0,1,0,1,1,0,0,0,5,8,3,0,78,Highly Suitable
0,1,0,0,0,0,0,1,0,1,1,1,5,4,0,87,Suitable
0,0,0,1,1,1,1,1,0,0,1,1,5,4,1,53,Suitable
0,0,1,0,1,0,0,0,1,0,1,8,6,5,2,52,Highly Suitable
0,0,1,0,0,0,0,0,1,1,0,8,7,2,2,48,Highly Suitable
1,0,1,1,0,0,0,0,1,0,0,7,1,5,1,91,Highly Suitable
1,1,1,1,0,1,0,0,0,1,0,5,1,1,2,75,Highly Suitable
1,1,1,1,1,0,1,0,1,0,1,2,0,5,2,100,Highly Suitable
0,1,0,1,1,0,0,1,1,1,0,8,5,2,2,29,Highly Suitable
1,1,1,1,0,0,0,1,0,1,0,5,3,2,0,42,Highly Suitable
1,1,0,1,1,1,1,0,0,1,0,0,3,2,0,41,Highly Suitable
0,1,1,0,1,1,1,1,1,0,1,6,6,1,0,51,Highly Suitable
1,0,0,0,1,0,1,1,0,0,1,6,1,5,1,75,Suitable
0,0,1,0,0,0,1,1,1,1,1,2,6,0,2,98,Highly Suitable
1,0,1,0,0,0,1,1,1,1,0,7,7,5,2,81,Highly Suitable
1,0,1,1,0,1,1,0,1,0,0,2,1,1,2,64,Highly Suitable
1,0,1,0,0,0,0,1,1,0,0,8,8,5,1,61,Highly Suitable
1,0,0,1,1,1,0,1,0,1,1,2,4,3,2,74,Highly Suitable
0,1,0,0,0,0,1,0,1,1,1,2,6,5,0,57,Suitable
1,0,0,1,1,1,0,1,1,0,0,1,2,4,2,20,Suitable
1,0,1,0,0,1,1,0,0,1,1,7,2,1,1,45,Highly Suitable
0,1,1,1,0,0,0,0,0,0,0,5,1,1,2,48,Suitable
1,0,1,0,0,0,0,0,0,1,0,7,3,0,1,70,Suitable
0,1,0,0,0,1,1,1,0,1,0,3,5,4,2,39,Highly Suitable
0,0,0,0,1,0,1,0,0,1,1,3,1,2,0,39,Needs Improvement
1,0,0,0,0,1,0,1,1,1,0,5,5,0,2,75,Highly Suitable
1,0,0,1,1,1,0,0,0,0,0,2,0,2,0,55,Needs Improvement
1,0,1,1,1,1,0,0,0,0,1,3,7,4,1,53,Highly Suitable
0,1,1,1,0,1,0,0,1,0,0,3,1,2,0,89,Suitable
1,0,1,0,1,1,0,0,1,0,0,2,3,2,0,49,Suitable
0,0,0,1,0,0,0,1,0,0,0,3,4,1,0,77,Needs Improvement
0,1,0,0,0,0,1,0,0,1,1,2,4,1,2,81,Highly Suitable
0,1,0,0,1,0,1,1,0,0,1,5,2,1,1,81,Highly Suitable
1,0,1,0,1,1,0,0,1,1,1,0,3,1,2,89,Highly Suitable
0,1,1,1,1,1,1,1,0,1,1,2,0,4,2,57,Highly Suitable
1,0,0,0,0,1,1,1,0,0,1,6,1,3,0,31,Highly Suitable
0,1,0,1,0,0,0,1,1,1,0,2,7,4,0,91,Suitable
1,1,0,1,1,0,1,0,1,0,0,3,3,4,1,32,Highly Suitable
1,0,0,1,0,1,0,0,1,1,1,0,8,0,1,80,Highly Suitable
0,1,0,0,1,1,1,1,1,1,0,0,5,1,2,80,Highly Suitable
0,0,0,0,1,1,0,1,1,1,0,8,2,4,2,84,Highly Suitable
1,1,1,1,1,1,1,0,1,0,1,8,7,5,2,23,Highly Suitable
0,1,0,1,1,0,1,1,0,0,0,1,8,1,0,62,Highly Suitable
0,1,1,1,0,1,0,1,0,1,1,4,7,4,2,82,Highly Suitable
1,0,1,1,0,1,1,0,0,1,0,1,7,0,1,81,Highly Suitable
1,0,0,0,1,1,0,1,0,0,1,2,2,4,1,82,Highly Suitable
1,0,1,0,1,0,0,1,1,1,0,4,1,5,2,89,Highly Suitable
1,1,0,0,0,0,1,1,1,1,0,4,1,5,1,68,Highly Suitable
0,1,0,0,1,1,1,0,1,0,1,2,0,0,0,46,Needs Improvement
0,1,1,1,1,1,1,1,1,0,0,4,0,0,1,77,Highly Suitable
1,1,0,0,0,0,1,1,0,0,1,2,2,3,1,59,Suitable
1,0,0,1,1,0,1,0,0,0,1,4,6,2,2,83,Highly Suitable
1,1,1,1,1,0,0,0,1,0,0,7,3,0,0,100,Highly Suitable
0,0,0,1,0,1,0,1,1,1,0,8,6,1,0,93,Highly Suitable
1,1,1,1,0,0,1,1,0,1,0,7,1,2,0,100,Highly Suitable
1,0,0,0,0,0,1,1,1,0,1,3,7,5,2,51,Highly Suitable
0,1,1,0,0,1,0,0,0,1,1,6,6,5,1,32,Highly Suitable
0,1,0,1,0,1,0,0,0,1,0,2,2,5,1,33,Needs Improvement
1,0,0,1,1,0,1,0,0,0,0,5,4,0,1,85,Suitable
1,0,1,0,1,0,1,0,1,1,0,8,0,2,0,22,Suitable
1,1,0,1,0,1,1,1,1,0,1,7,2,3,2,90,Highly Suitable
0,0,1,1,0,1,1,0,0,1,1,7,5,2,0,45,Highly Suitable
1,1,1,0,0,0,0,0,1,1,1,2,8,3,2,33,Highly Suitable
0,1,0,1,0,1,1,1,1,1,0,1,6,0,2,97,Highly Suitable
1,1,0,1,0,1,1,1,0,1,0,5,1,0,1,31,Suitable
1,0,0,1,0,1,1,0,1,0,0,1,4,4,2,89,Highly Suitable
0,1,1,1,1,1,0,1,1,0,1,3,7,3,0,35,Highly Suitable
0,1,0,0,1,0,0,1,0,0,0,0,6,5,0,93,Suitable
0,1,0,1,0,1,1,0,0,1,0,2,0,4,0,28,Needs Improvement
0,0,1,1,0,1,1,1,1,1,1,3,7,1,2,60,Highly Suitable
0,0,1,0,0,0,0,1,1,0,1,6,5,2,0,87,Suitable
0,1,0,1,1,0,1,1,0,1,0,5,3,4,0,25,Highly Suitable
0,1,1,0,0,1,1,1,1,1,1,6,6,3,0,45,Highly Suitable
0,0,1,1,0,1,0,0,1,1,1,8,7,2,0,59,Highly Suitable
1,1,0,1,0,1,0,0,1,0,0,1,7,5,1,64,Highly Suitable
1,1,1,0,1,1,1,0,0,0,0,3,1,5,2,92,Highly Suitable
1,1,0,1,1,1,1,0,1,0,1,4,6,5,0,35,Highly Suitable
1,1,1,1,0,0,0,1,0,0,0,3,8,4,1,80,Highly Suitable
1,0,1,0,1,1,0,1,0,1,1,3,6,1,1,72,Highly Suitable
0,1,0,0,1,0,0,1,1,0,0,6,8,0,2,48,Suitable
1,0,0,1,1,0,1,0,0,1,1,0,4,0,1,94,Highly Suitable
0,0,1,0,0,0,1,0,1,1,0,6,4,1,0,77,Suitable
0,0,0,0,1,0,0,1,0,0,1,1,5,1,2,58,Needs Improvement
1,0,0,1,0,0,1,1,1,0,0,4,5,2,0,39,Suitable
1,1,1,0,0,1,1,1,0,1,0,2,3,5,1,79,Highly Suitable
0,1,1,1,0,1,0,0,0,1,1,4,0,4,2,81,Highly Suitable
0,0,1,0,0,1,0,1,0,1,1,1,0,3,2,63,Suitable
0,1,0,1,1,1,0,1,1,0,0,7,7,3,2,35,Highly Suitable
0,0,0,1,0,0,0,0,1,0,1,2,3,5,0,93,Suitable
1,0,0,1,1,1,1,1,0,0,0,0,2,4,0,46,Suitable
1,1,0,1,1,0,0,1,1,0,0,8,7,4,2,76,Highly Suitable
0,0,0,0,0,1,1,0,0,0,1,2,6,0,0,69,Needs Improvement
1,0,0,1,0,0,1,0,1,1,0,4,5,4,0,75,Highly Suitable
1,0,0,0,0,0,0,0,1,1,0,3,3,4,1,23,Needs Improvement
1,1,0,0,1,1,0,1,1,1,0,4,0,2,1,58,Highly Suitable
0,1,1,0,0,1,1,1,0,0,0,6,6,2,1,73,Highly Suitable
0,0,1,0,0,1,0,1,1,0,0,2,4,4,1,100,Suitable
1,1,0,0,0,1,0,0,1,0,1,4,1,4,1,85,Highly Suitable
0,1,1,0,0,1,1,0,0,0,1,7,5,3,1,44,Highly Suitable
1,0,0,0,1,0,0,0,1,1,0,8,5,1,1,78,Highly Suitable
0,1,1,1,1,0,0,0,1,1,1,8,8,3,0,95,Highly Suitable
1,1,1,1,1,1,1,0,0,1,0,6,6,1,0,66,Highly Suitable
0,1,0,1,1,1,0,0,0,1,0,6,1,1,0,69,Highly Suitable
0,0,0,0,1,1,1,1,1,1,1,2,0,0,1,31,Suitable
0,0,0,0,0,0,1,0,0,1,1,6,0,0,2,46,Needs Improvement
1,1,0,1,0,0,1,1,1,1,1,6,7,0,2,53,Highly Suitable
0,0,1,0,0,1,0,0,0,0,0,6,5,1,1,81,Suitable
1,1,0,1,0,1,0,1,0,0,0,6,7,3,1,83,Highly Suitable
1,1,0,1,0,1,0,0,1,0,0,5,2,4,0,87,Highly Suitable
0,0,1,0,0,1,1,1,0,1,1,1,2,1,0,74,Suitable
1,0,1,1,1,1,1,0,1,1,1,6,5,2,0,64,Highly Suitable
0,1,1,0,0,1,1,1,1,0,0,2,0,3,1,81,Suitable
1,1,0,0,1,0,0,0,0,0,1,8,8,2,1,88,Highly Suitable
1,0,1,1,0,0,0,0,1,0,1,6,7,4,2,39,Highly Suitable
1,1,0,0,1,0,0,1,1,0,0,5,1,5,2,95,Highly Suitable
0,0,0,1,1,1,0,1,1,0,1,2,8,1,2,68,Highly Suitable
1,1,0,1,0,1,1,1,0,0,1,5,6,2,0,38,Highly Suitable
0,1,1,0,0,1,0,0,1,0,0,7,2,3,2,34,Highly Suitable
1,0,0,1,1,1,1,0,1,1,1,8,4,5,0,30,Highly Suitable
1,1,0,0,0,1,0,0,1,0,1,6,0,1,1,63,Highly Suitable
1,1,1,0,1,0,0,1,0,1,0,0,8,5,2,31,Highly Suitable
1,1,1,0,0,0,1,1,1,1,0,0,5,0,2,37,Suitable
0,1,0,1,0,1,0,1,0,0,0,6,7,3,1,37,Highly Suitable
1,1,1,1,1,0,1,1,1,0,1,6,3,0,1,56,Highly Suitable
1,0,1,0,1,0,0,0,1,1,1,1,6,2,1,64,Highly Suitable
0,0,0,0,1,0,0,0,1,1,0,0,7,4,2,69,Suitable
